Tweet,Polarity
"@jcarroll100 If you don\xe2\x80\x99t think the purpose of evil terrorists is to kill Christians &amp; any other person who doesn\xe2\x80\x99t worship his \xe2\x80\x9cGod,\xe2\x80\x9d you\xe2\x80\x99re living in fantasy land. I choose to fight and live. If it means assinating the masterminds, then yes.",1
"""Oh Lord have mercy.\nCan't imagine how this almajiri's carter under this harsh cold weather condition. You are armed with protective cloth to feet, with roof above you, sleep in a well furnished room with... https://t.co/8yR4jYwpDc""",0
"@almdavid @ayemojubar ""Homelessness and hunger in Northern Nigeria""..The term ""Almajiri"" is the collective name used for all the homeless kids begging for food and money as seen in the video",0
"""@ChidiUchechukwu @TosinOlugbenga Very bad. You're wrong.\nThey're leaders of tomorrow. Amongst them is Nigeria president, senator and CBN governor. These are children that have committed no crimes . Since when have becoming an almajiri been senonimous to being a terrorist or bad person.""",0
"""@TosinOlugbenga There is no doubt, these children are very vulnerable. Let's not write them off tho. It's better northern governors profer a good solution to the increase of almajiri children in the north.""",0
@Barj0drole What killing? There are two ex #Palestinian states. The #democratic multicultural state of #Israel and #Arab #Jordan. #Hamas and #Hezbollah try indeed to kill the #Jewish #Israelian and are killing #Christians and #gays too.,0
@gerlach_arne nope,1
"""@SaraOmalicha @Nnamdi17963913 @VibebustaNwanne @ChukwudubemIgb1 @MaziNnamdiKanu @MBuhari @elrufai @NGRPresident @radiobiafralive @Amaka_Ekwo @ChrisCoons @JohnCampbellcfr @SenatorMenendez @FoxNews @USEmbassyAbuja @EUinNigeria @IsraelinNigeria @Mike_Pence This fool again? It was naive fools like u that voted Atiku/Obi. No Biafran voted for those idiots. Imbecile, google and check facts, IPOB under Mazi Nnamdi Kanu where protesting during GEJ's time, it didn't escalate then because GEJ used wisdom unlike your illiterate Jubril.""",1
"""What is @Seinyelb hiding?  \n\nHow did her husband's dead body get to Ghana from Nigeria? How did she smuggle the corpse of her husband without informing the Ghana Civil Aviation Authority, the Ghana Immigration and the Ghana Airports Authority?""",0
"@almdavid @ayemojubar @AjayiToby_ Google ""Almajiri""",1
It is time for the west to pull out of the UN it has just become a liberal haven. It is useless in any event and has not protect or scorned nations who kill Christians https://t.co/Ep3g7o40T3,0
@Val_nwachichi @fred_diaries1 b4 Dem go look like almajiri,0
"""El Zakzaky went to Iran in the 70's to learn about Shiism. \n\nThe Ayatollahs recruited him to serve as a proxy in Nigeria in the 80's.\n\nOn the low side is Nigeria Sunnis are ultra conservative who see other form of Islam as an aberration, so his recruitment is as useless as dead.""",1
"""@Wolveking24 @ArewaTwiter If you believed this you're a fool. Think of this for instance if i take a gun and shoot you dead and i shout Jesus Christ! Does that make me a Christian or do you think in Falz - This is nigeria music video the girls wearing hijab are muslims, you need to understand this\xf0\x9f\x98\x91""",1
Why shld i remain loyal to an evil #contraption (#Nigeria) created by a #foreign selfish govt (#Britain)? #Biafra is all the great #IPOB want. @whitehouse @uklabour #IranWar #MaskedSinger,1
@AllFlameComics @KLouie70 @michael_tarui @ThatRobFuseMan @2stepcannon @MatthewPMcNees @nytimes So if the Bible said to kill all children would that also be from the Holy Spirit? Are you also ignoring the parts where raped virgins are to be sold? Is that \xe2\x80\x9choly\xe2\x80\x9d to you? What right do you have to say what is sin and what isn\xe2\x80\x99t? You Christians are the most hypocritical people.,1
This is fake news. Buhari will never have said this.  https://t.co/L4M0UYaptX,0
@buki283 @jeffphilips1 Boko Haram and Fulani terrorists are what? Evil Dullard Buhari supporter.,1
@fazl @MishGEA @Mike_Pence I believe you. Wahhabis kill far more Muslims than they kill Christians or Jews.,1
"@jeffphilips1 As IPOB no get light, Nigeria too no get light.\n\nBut continue your gbas gbos. Feels good, I am sure https://t.co/vkIXOTUZ2F",1
"""@Funmiscute @YemieFash Exactly and as an almajiri from the north, I want you and your likes to clean up your axis before venturing up-north. You can't leave your terrain with dirts and start asking your neighbour to clean their own. Your terrains have agberos who are worst of than my fellow almajiris""",1
WHY ARE SO MANY CHRISTIANS SALIVATING AT MERELY THE RUMOR OF WARS?! WHY ARE SO MANY SO EXCITED TO KILL PEOPLE?! \n\nMaranatha...,1
"""@zubi_blatta @jeffphilips1 Well, FYI shiites don't vote. They don't believe in Nigeria as a country, Zakzaky is like their president, they have governors etc in a way, are like IPOB. You can dig into it man""",1
"@zahlewiye A good portion of the ""Middle Eastern Christians"" out there would kill other Middle Eastern Christians in order to protect the slime balls in your original tweet. That\'s how deep their devotion runs to their worldly dictators. \n\nEnslaved by their masters. \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f",1
"Damn\xf0\x9f\x98\xb2\nWe have an almajiri emergency in this country\nAll this kids living on the streets, justified by religion. \nThis is a time bomb.\nAdding to the population yet contributing nothing. Causing nuisance in the society and sadly a political tool. https://t.co/KRukKeJRMj",1
@UsmanSolo @ayemojubar I think this Almajiri boys are at every geopolitical zones not only Arewa,1
"@trolls_queen @akin_smart @L_maann @Mide0403 @MBuhari @atiku @elrufai @SPNigeria @AWTambuwal @AlikoDangote @GovUmarGanduje @DrIsaPantami @GEJonathan Careful, he is wearing a suit, sorry, coat. He has almajiri schools hidden in that coat.",1
christians telling me im going to hell for casting a death spell on trump baby im already going there for being a dyke so while im at it imma send his poopatonic ass there first before he gets to kill millions of people,1
Christians really be praying for protection and strength to go kill people who\xe2\x80\x99ve done nothing to them lol. Wild,1
"@AbacusMike @KAMbot1138 @MATTCOSSIN @zeit64 @KahlessU Why not instead of denouncing Jon, denounce Edwin who says CG HATES Christians, conservatives &amp; Trump\nYou surround yourself with Anti-CG, say CG is a Hivemind, too stupid to understand, Cultish &amp; put out polls asking if CG is a Cult &amp; say that option is as VALID as the others",1
"@Tanya10636025 Good one, everybody can try this at home \xf0\x9f\x91\x8d",0
"I wonder how these almajiri roaming streets in search of foods are surviving this harmattan, Kano, Jos 9\xc2\xb0 &amp; 7\xc2\xb0 this  morning. And its likely to get more cold tomorrow \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n\n#TachaTwitter200k #IranWar https://t.co/x0UOBs2TQL",0
"You gave me the illest line from Nigeria last year.... \n\n""Straight out the Zoo, apo mi tobi bi ti Kangaroo in d room...""\n\nI related to this on so many levels. \n\n\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x92\xa5 https://t.co/w2ymr0lAUQ",1
"@mjjuniormodel Mumu, small time go want to insult almajiri.",0
I feel so ashamed that this PASTOR is trying to manipulate people and then even make himself seem higher than God.\n\nSign the Petition!\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t.co/4j4kEb3wSo\n\n#Change #petition #PastorJeon #FakePastor #Resign #blasphemy #KoreanCCK #shutdown,1
@PercyNSebata @bushgrad Iranians have been persecuting and killing Christians for centuries.. they are a scourge and need to be removed. However those are the facts did Mandela not kill innocent civilians?,1
"@realDonaldTrump Mr president Donald Trump Sir, these pictures from the zoo contraption called Nigeria Fulani caliphate from the north shows very well that they are in full support of terrorism. Biafra nation should not be part of the zoo contraption called Nigeria again! https://t.co/vtNtuvWB3R",1
"""Can evil of Islamic terrorism end without dismantling 'Fulani vicious Caliphate', that's far worse than all of the other known jihadist caliphates combined?\n\nThere's urgent need to liberate #Biafrans/#Christians &amp; others living under the terror oppression of Fulani terrorists. https://t.co/G3uvcj7QpJ""",1
"Nah if Oga snap you, Na for heavens you collect am oo https://t.co/uKXU3jBsIm",1
"@Abu_Sadiq14 @Zyanul_Abideen @Muhamma29904468 @HodinakaPhd @YemieFash @ayemojubar Almajiri - The Pride and the Stigma of the North!\n\nI hope you are glad watching them picking knowledge on streets?\n\nEven children that grew under the tutelage of their parents with sound education still go haywire, not to talk of those cast away as kids.\n\nhttps://t.co/6uwWHdxb0v",1
@MobilePunch No wonder IPOB calls you Jubril from Sudan.,1
"How long does the entire country really have to keep up with animals like these? \nNigeria is too large and can never prosper as a nation with all the conflicting myriad of ethnicities and religions.\nThe unity in diversity yen yen yen is fraud! Not with dead, self-centered people. https://t.co/fAuLvqLfm8",1
Chairman of Nigeria Atomic Energy Commission feared dead in Kaduna Gas explosion https://t.co/mAo3By4t8c https://t.co/ph3SHuueAv,0
"Damn! I say ""No"" to #OneNigeria. Any country that breath almajiri beggars has no future. Nothern #Nigeria is fundamentally, the problem of the entire nation. We as #Biafrans can never remain associated with futureless North. The North has absolutely nothing good to offer. https://t.co/f3l51brNLE",1
"@pmnewsnigeria @nigeria is a @lawless @country, that is not fake, @MBuhari dead rather wedding of @jubiri from @Sudan",1
"""@akunnachux @Femiotunba1 @GovNigeria @hadisirika Aren't u an IPOb terrorist,  wetin concern you for Zoo matter,  are u an animal too?""",1
If you are in katsina please DM me I want us to do sadaqatul jariya to the poor and almajiri in katsina state.,0
"""Having the #Almajiri Kids in this cold is to be regarded as humanitarian crisis\n\nWhat's the Ministry in charge of Humanitarian support @Sadiya_farouq doing about this? I guess she's in a better position to relate well. \n@NekkaSmith thanks for inspiring this post.\nCc @AishaYesufu""",0
"""@Bunda_lurvah @TosinOlugbenga That's the very reason why the almajiri system will never stop.. An attempt to stop it by any govt is an attempt to vacate office.. It's a system arranged by the northerners so as to use them as tools during elections or violence..what a pity..""",0
Leave Nigeria alone and focus on IPOB..this airport is for Nigerians not IPOBIANS! https://t.co/5VAGvgBGa8,0
"But who cursed you like this, better go and wear your Biafraud uniform and take up your hidden weapons https://t.co/uCMufpgihC",1
"""@ICONOREOLUWA Allergies to rice in Nigeria? You're a dead man walking""",1
"@ReSparkled_ @SchmillerJohn @SasquatchKid666 @NevercratsUnite @Neo_Cortex_PhD @Liz_Wheeler @realDonaldTrump Lol stop with the YouTube videos and fake articles bruh you look stupid Obama Ain t no damn Muslim and if he was, whats the problem??.christians kill more christians then any other religions.. You said Hilary gave weapons to isis lol listen to how that sounds",1
"""380k people dead in Syria's brutal 9 year conflict. Nigeria managed to kill 3 million Igbos in 30 months. No genocide tho.""",0
"@sheryllowenthal @dumisani6 Bravo,another f...excuse to kill/hurt/hound/hate Jews.Don\xe2\x80\x99t see Jew haters going after Iran for murdering their own ,Assad for killing 100,000 of their own children,Muslims for slaughtering Christians weekly in Egypt,Phillipines,Sri Lanka,Nigeria,etc..etc..",1
"We went round the almajiri schools at Unguwan daji, Rafin Yashi and behind fire service yesterday. In Shaa Allah those are the targeted areas. We\xe2\x80\x99ll try to be as transparent as possible. Receipts and expenses will be posted as we go In Shaa Allah.",0
"@AishaYesufu This woman is a woman of God, God bless you,  they are not concern about the real problem of almajiri but unecessary things.",0
"@thehill Ignorant, blind, stupid, brainwashed, not really christians would be more like it.",1
@seanhannity @CranstonMalcolm And some celebrated down with the USA &amp; kill Christians &amp; jews,1
"AMBAZONIAN REFUGEE CAMP LOCATED IN OGOJA, BIAFRALAND, INDICATES THAT IPOB\xe2\x80\x99S PEACEFUL AGITATION OPTION REMAINS THE BEST\xc2\xa0APPROACH https://t.co/6Euv23Nqwm",0
"@rosemcgowan You are Traitor to this Country, take your crying liberal ass to Iran and lets see how you fare there or anywhere inin the middle east, do you care that they murdered Americans and slaughtered Christians  and plot everday to kill us . Stick up for this Country or get out .",1
"DSS arrests man for creating, sharing Fake Video depicting President Buhari\xe2\x80\x99s Wedding to Minister of Finance, Zainab\xc2\xa0Ahmed https://t.co/9GWZaDEWcT https://t.co/aCdyVr1Ckq",0
"@nytimes @RobertFife Thought these guys were devout Christians, isn\xe2\x80\x99t one of their coveted \xe2\x80\x9ccommandments\xe2\x80\x9d \xe2\x80\x9cthou shall not kill\xe2\x80\x9d?  Seems they ignore their \xe2\x80\x9cfaith\xe2\x80\x9d until it suits them",1
@L_maann @Mide0403 @MBuhari @atiku @elrufai @SPNigeria @AWTambuwal @AlikoDangote @GovUmarGanduje @DrIsaPantami They abandoned @GEJonathan programme for Almajiri,0
Chairman of Nigeria Atomic Energy Commission feared dead in Kaduna Gas explosion https://t.co/IwHQbj1rfA,0
"@nwa_udi_di_egwu @bachure @btbabajo You perceive what was wrongh in the history of Islam, UAE &amp; SAUDIA is not Model to copy but read from the authentic books, Almajiri System was not made for a Student to beg on street, \nIts actually a ways by which some sent his child for him 2 Emulate &amp; copy  Moral behaviour",0
Chairman of Nigeria Atomic Energy Commission feared dead in Kaduna Gas explosion https://t.co/9ZSYdUJNea,0
What is this Almajiri system even a thing?,0
"@bachure Almajiri System was known 2b an Islamic Ways of Impacting Religious knowledge, Historically agreed &amp; Practiced within the Arabian Tribes. Western Civilised Peaple who came in order to mock at our religion Ideology sees it as Odd, but its not. Let not b Sentimental,",0
Chairman of Nigeria Atomic Energy Commission feared dead in Kaduna Gas explosion https://t.co/mAo3BxMRJC https://t.co/0Xc1Kg8h7T,0
Chairman of Nigeria Atomic Energy Commission feared dead in Kaduna Gas explosion https://t.co/WITjJVCBke https://t.co/OEPd37vLoO,0
#Nigeria is run by a terrorist  leader @MBuhari . This is an indisputable fact  The world should be on high alert about him. @amnestyusa @UNHumanRights @Europarl_EN #IPOB #Biafra @realFFK @MaziNnamdiKanu https://t.co/vvvRmiK1dg,1
Imagine how this poor kids survive in this cold weather!\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa\xf0\x9f\x98\xaaTHE LIFE OF ALMAJIRI\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/vc0rbYj3Z4,0
