,Tweet,Polarity
383,going northern states separated zoo fraudulent constitution adopt sharia law right eyes amp efulefu still shouting one nigeria indivisible nonsense,2
384,cannot believe stupid moronic christians,0
385,course stupid brits nothing stop nmuslim population england exceeds three million first time christians continue decline via,0
386,proof organised religion enemy education democracy america evangelical christians stupid enough bigoted enough toss aside everything made country global leader reasoned must outvoted,0
387,okay bs big cock,0
388,biafra kanu nwankwo set establish biafra football team via bless mnk nd ipob families world c must going back,0
389,feel bites cold let take moment reflect thousands homeless people without decent shelter almajiri kids sleep roadsides without roof heads,0
390,scares fact almajiri child roaming shelter fathers alive living somewhere percent aware children going,0
391,turn everywhere see people saying save almajiri child today almajiranci clear sign irresponsibility parents send children god knows survive totally wrong know teaching came,1
392,stupid cow like islamist sympathizers bow tyranny dictato,2
393,show support,0
394,thought christians supposed lie kill maybe stop pretending christian trump lied much one believes,0
395,mumu better life almajiri,0
396,black christians really stupid,0
397,lunatics congress claim christians actually followed commandment thou shall kill,0
398,said truth madness nigeria comes north bh bandit cattle rustlers almajiri deep know said right u want massage people ego u,1
399,going northern states separated zoo fraudulent constitution adopt sharia law right eyes amp efulefu still shouting one nigeria indivisible nonsense unity divide r,2
400,mad woman mention ipob call fake news,0
401,mad woman mention ipob,0
402,muslims say christ break cross kill dajjal pig remove jizyah nif christ breaks cross christians would crucify muslims would cut head remove jizyah fixed qur,1
403,tears revolutionaryguard leaders murderes innocents want america israel die matter christians amy lgbtq people cannot stand beg kill us give pallots money period,1
404,demokkkrats furious president trump killed terrorist cheer sign bills kill babies womb ask name one reason christians support party spits face god claim serve,1
405,series designed arne jacobsen far sold chair history fritz hansen perhaps also furniture history classic blue sexy mid century piece irresistible,0
406,iran uses oil money kill torment nonmuslims around world freewomen christians jews gentiles children god bring prestrump chosen godsjudge stop terror next taking away oilwells money used,0
407,guess fucking liberal sheep forgot omar cronies slamming jews slammed whites christians nfucking hypocrites neither stupid realize leftist swamp feeds everything believe,1
408,passing almajiri school neighborhood nd came across group folks distributing blankets head warmer caps mufflers hoodies cold jackets almajiris people really tried wallahi may allah bless touching lives,0
409,bunch shit amp cunt abused others fact commander managed kill isis terrible deeds otherwise would slamic state ideology religions amp christians incredulous women convert,1
410,pipo group u decided join hands fight nigeria prescribed group like u u,0
411,hey say know kid nput account nwe edo got link dumb ass ipob,0
412,many reportedly dead gas explosion hits,0
413,currently coming video documentary son revealing true state almajiri life northern nigeria,0
414,funny thing earlier generation evangelical christians conscientious objectors ranks refused serve front line units want kill people,0
415,reporting us trump eu uk cnn putin deji atiku awon werey pdpigs,0
416,look forward day government something almajiri seeing children like disheartening,0
417,another video nigerian army cadets blocking expressway guess train threatening harassing innocent people kangaroo country nigeria,2
418,many politicians nigeria richer dangote forget dangote business brand houses different bodies know rich dead abacha till despite money claimed nigerian government,0
419,demokkkrats furious president trump killed terrorist cheer sign bills kill babies womb ask name one reason christians support party spits face god claim serve,1
420,going northern states separated zoo fraudulent constitution adopt sharia law right eyes amp efulefu still shouting one nigeria indivisible nonsense unity divide,2
421,pls u see almajiri child cold time give sweater nhe need xad,0
422,one day aisha buhari say mamman daura abba kyari paid fake buhari wedding video stupidity endure people,0
423,capable aiming nukes innocent people many years tried attack christians behead kill labeled america great evil,1
424,almajiri also child let join hands together help needy,0
425,imagine every ipob group overseas stages coordinated protest across world time asia europe north america front every significant parts world way recognize struggle,1
426,fact perpetuating continued use dump almajiri political benefactors anecdotal evidence despicable insult wall immunize called wickedness spirit,0
427,going northern states separated zoo fraudulent constitution adopt sharia law right eyes amp efulefu still shouting one nigeria indivisible nonsense unity,2
